Location,Country,Temperature,CO2Emissions ,SeaLevelRise ,Precipitation ,Humidity ,Windspeed 
Lake Tony,South Africa,12.585084,403.4793,-0.28561547,97.405525,81.91421,22.242468
Ericville,Turkey,7.976439,459.2225,1.795701,0.48293298,95.34727,30.95112
South Chelseaberg,Japan,23.528221,349.78076,-0.58073306,94.01097,25.351885,39.86533
South Louiston,Switzerland,15.796077,370.7426,-1.2634289,6.92905,95.12105,7.0394635
East Michelleshire,Jersey,14.563455,386.76505,0.3849254,92.11625,78.90146,13.361685
Hernandezview,Belize,15.288121,390.9096,0.62797254,13.457277,82.01514,48.444275
Shannonton,Sweden,12.963797,391.64813,0.56122124,37.71722,67.33642,36.34436
Port Jonathanstad,Cyprus,13.274104,408.74213,-0.8796252,5.666751,55.78568,25.07526
Lake Alexaberg,Tonga,13.262539,418.18558,1.0389441,35.36081,49.473076,41.596745
East Gregoryfort,Bahrain,17.652199,400.23477,-1.3847402,68.86085,12.176557,4.1005225
Wellstown,Costa Rica,12.386853,385.9313,0.3672436,88.07388,18.296078,14.12977
East Jaredside,Tunisia,11.057137,345.4934,1.4963354,14.432819,14.435978,2.7757385
Lake Bradley,Timor-Leste,13.493091,363.16312,1.7763766,16.400764,49.119987,31.091452
Gloriaview,North Macedonia,14.964259,385.36005,0.2573671,60.587063,83.32148,31.542715
Matthewland,Somalia,8.462827,405.09122,-0.7767635,23.797419,86.64118,48.02824
South Stephenborough,Spain,14.507919,293.8082,-0.23520486,71.990845,30.202248,13.223747
Amandatown,British Virgin Islands,11.548533,347.09644,-0.26585495,3.9115896,15.26241,10.604348
Kevinburgh,Mauritius,24.161945,397.22354,0.5775026,95.41791,46.873005,43.227848
Carlaville,Botswana,18.78522,408.25235,-0.23519579,47.3141,58.120487,40.333733
New Troytown,Palau,10.430674,455.2541,-0.7485481,84.84966,45.221565,42.252457
Austinstad,Mexico,16.742985,407.82822,0.98752236,26.815937,9.34636,5.4607196
New Jenniferport,Niger,17.298891,441.17868,-1.2738974,36.63937,14.640036,21.16913
East Christopher,Martinique,12.868125,319.10715,0.4355133,55.880104,72.946754,24.024637
West Stephanieville,Senegal,10.850649,344.09537,-0.0639745,39.480778,23.56181,22.491997
South Judithtown,Ukraine,22.970734,465.76498,1.4704553,81.41694,25.300337,21.043877
Lake Amy,Poland,5.5159307,419.72104,1.392253,24.918324,19.45006,41.519455
North Tonya,Turkmenistan,13.806233,405.60568,-0.14349234,94.385,44.88512,33.56133
East Angela,Comoros,19.090809,385.45126,0.50783014,25.938646,64.85812,32.614616
Lake Alexandramouth,Turkmenistan,13.630544,455.8515,-0.15527458,25.12352,32.723858,7.730479
New John,Bangladesh,16.156519,352.69394,0.047945138,34.676296,69.87487,0.68191445
Jillland,Bouvet Island (Bouvetoya),15.772637,474.85114,0.79943055,5.889093,55.226414,1.1397756
Toddmouth,Bhutan,11.003994,402.7807,0.23648027,21.767744,80.735855,31.13882
Tylerfort,Cambodia,23.441738,454.51224,0.8996051,39.462032,80.00801,26.412998
Simsfort,Norfolk Island,18.05217,403.6383,0.1632156,75.27907,3.175724,29.789616
Lake James,French Guiana,14.702754,305.3726,-0.013717463,39.954315,33.212383,19.614305
North Ronald,United States Virgin Islands,17.414944,342.12668,1.3964906,84.10652,16.360664,20.19735
East Samantha,Egypt,2.1902823,402.72208,0.8678472,75.71652,46.418823,9.031539
Maryfurt,Jersey,13.408469,387.45053,-0.92027396,36.14683,18.546738,39.07273
North Markmouth,Brazil,10.235277,385.5333,0.5524504,35.363754,48.242764,33.44694
Salazarville,French Guiana,14.320234,451.04758,-0.2195392,50.235176,19.63592,35.542366
Marcstad,Hong Kong,13.123636,357.58063,0.07515947,6.4922786,47.7662,11.971361
Nataliehaven,Wallis and Futuna,14.136156,543.8556,0.8729212,51.767372,3.3183362,7.447678
Ortizchester,Greenland,20.219248,369.18576,0.5569591,98.56904,28.942928,45.824432
Stephanieshire,Timor-Leste,19.077019,420.9269,1.7981288,86.17387,85.85247,13.282869
East Patrickmouth,Andorra,15.409821,382.7348,0.73203516,25.248356,34.083054,16.393671
Port Adam,Benin,13.149814,359.31088,0.53812826,92.599365,88.947395,11.980169
Wrightberg,Guernsey,8.268135,308.85828,0.37033433,75.552,63.9611,10.429986
East Christina,Tunisia,16.689016,392.5148,-1.1349262,8.214837,8.1052475,19.881748
Richardton,Suriname,5.423708,353.58728,0.042325996,49.612362,70.64199,12.356768
Carolynshire,South Georgia and the South Sandwich Islands,16.958923,381.95377,0.40096098,44.23052,3.3888023,10.787363
West Tracyberg,Netherlands,20.469488,301.85773,0.8570126,47.355724,63.99615,38.855286
East Leon,Faroe Islands,17.095352,409.5884,1.3024167,25.93739,5.5135827,32.022343
North Susanmouth,Czech Republic,12.673007,397.2049,-1.7439263,39.655964,13.22808,21.63946
Jenniferside,Saint Lucia,15.244573,489.6057,-0.8925213,61.336132,87.08368,39.543865
South Sarahstad,Nigeria,11.975513,386.09277,0.77907085,82.05953,0.94800127,2.9535108
Parkertown,Lebanon,22.202393,272.14136,0.6191854,84.78243,98.6242,45.50414
East Jermaine,Ghana,8.953212,448.13733,0.6063849,90.28237,96.69546,15.852383
Steelefurt,Slovakia (Slovak Republic),7.568432,438.73175,0.6755043,15.095851,27.261086,18.705729
Port Randy,Pakistan,11.463953,437.71426,0.6308703,46.036877,36.829395,8.74864
Anatown,Japan,7.7134905,368.97858,0.058554154,0.93334156,16.959105,20.564058
Zunigaburgh,Anguilla,10.464633,392.04343,0.8322685,90.732994,58.085278,25.263903
Michaelstad,Vanuatu,13.962086,378.2695,0.20134854,41.320877,6.294929,6.381056
South Jeremyborough,Liberia,16.979555,438.80508,-0.9151238,94.676094,17.58293,9.931394
Port Crystalbury,Sweden,16.771791,394.73843,0.49914923,4.2870245,74.99488,48.209072
New Jasmine,Morocco,13.808672,414.8077,-0.27826464,54.4404,5.299079,48.26532
North Daniel,Haiti,10.875722,395.06604,1.8409592,44.352264,66.46633,35.55937
Shaffermouth,El Salvador,12.030663,357.5951,-0.85495585,41.834114,34.056847,26.568426
Port James,Saint Barthelemy,18.869598,478.70227,0.43331015,4.090483,24.526144,18.50418
Lake Jared,Anguilla,12.057785,427.58804,0.4659609,10.366268,93.657936,40.36708
East Jamesfort,Nigeria,16.130682,367.23203,1.5349298,98.518135,13.322685,25.384388
South Ashleymouth,Bangladesh,16.420132,369.24265,-1.864655,85.89135,27.66415,3.310545
Rodgerschester,New Caledonia,16.527588,464.47202,-0.31022578,45.57163,48.5733,1.4493517
Jenniferberg,Saint Vincent and the Grenadines,15.921953,346.3828,0.19163536,45.483246,89.444885,29.568296
East Michaelbury,Heard Island and McDonald Islands,17.116777,409.92416,0.20530497,18.454222,62.886658,23.576746
Williamsbury,Swaziland,13.650762,434.81244,-0.30065638,69.75044,62.160656,27.46729
South Kelly,Mozambique,11.609882,407.432,-1.0873238,77.207954,63.785286,24.16326
Maryland,Grenada,16.185703,415.84143,1.1130714,7.762913,56.921967,22.477657
Valenzuelabury,Russian Federation,18.380766,450.94553,-2.1714475,54.98896,71.24288,29.887255
New Jennifer,Kazakhstan,16.23317,328.97803,-0.9215357,80.366,8.966342,13.189123
South Nicholas,Slovenia,26.902502,477.61627,0.6667089,20.57937,26.419252,23.251848
Marymouth,Ireland,21.469814,422.21506,-1.2915127,96.39081,49.74846,40.1876
West Daryl,Rwanda,12.934465,390.37302,1.5776356,8.9563675,36.40631,2.6278179
Chadchester,Kiribati,11.10931,402.4124,-0.25132823,28.233017,30.16419,32.309746
East Karla,Argentina,7.1763387,415.89258,0.7944613,1.9018123,31.913607,38.62781
New Terri,Belize,8.617936,419.34167,-0.41632202,78.21974,84.21548,11.516153
Delgadoland,Guam,14.809566,424.98505,-0.012024116,89.86651,1.3377506,47.547783
East Annaland,Venezuela,23.386158,376.34976,0.2596402,59.43349,65.7899,47.851162
Port Wyatt,Paraguay,16.351746,387.91602,0.5813612,72.665306,74.240685,47.971703
Heatherside,Kazakhstan,21.428888,351.4542,-0.67082375,12.490738,76.80656,45.178886
Hawkinsside,United States Minor Outlying Islands,17.55149,365.74957,-1.263623,74.699104,38.753128,7.0059295
South Ronald,China,17.144388,338.23312,-0.9507307,93.31732,20.287453,11.245852
South Jeffreyton,Armenia,11.737061,428.89224,-0.21804586,44.950172,24.412415,6.8150477
West Crystal,Guinea-Bissau,14.17563,418.97958,-0.1975144,42.325584,68.096275,12.262179
Lindaton,Angola,14.564062,411.3623,0.84523857,77.73251,98.66322,14.530748
Lake Maryland,Algeria,15.842613,437.40552,-0.30936348,13.805862,17.650948,22.771015
Reynoldsville,Macao,23.56686,357.38788,-0.3417505,84.270744,57.116703,28.830801
New Natashabury,Greece,18.286821,404.01443,1.4028149,97.80793,61.805214,19.685549
Rowlandborough,Cape Verde,18.469572,483.41547,1.8308505,54.7772,93.55717,44.192726
Aguilarburgh,American Samoa,20.121313,444.08856,-0.039937075,80.38672,16.375565,33.646187
Leachbury,Tonga,19.46755,351.00357,0.8771293,41.810165,66.41498,6.532852
Lake Dylanfort,Nepal,21.045265,401.53745,1.4049366,10.903582,76.365814,3.475871
Dayside,Korea,6.5560694,459.64688,0.41554734,99.69273,61.608807,43.412296
Jimshire,Belize,16.01543,424.56808,1.0474533,48.529182,10.475995,1.1388749
Brianafurt,Ecuador,18.329485,336.61694,0.11239948,9.233088,18.505898,18.568562
Bankschester,Mali,22.802948,506.86987,-2.4185426,7.398985,11.57933,34.93911
Chamberstown,New Caledonia,16.643047,395.21536,0.53557664,53.429096,91.613,32.719875
Haynestown,Venezuela,7.9959726,506.0842,1.6498824,83.57737,81.97682,27.668005
North Nicole,Botswana,7.832037,364.09082,0.43243966,8.563758,58.741844,12.80271
New Juan,Trinidad and Tobago,22.001116,393.2991,-0.8565334,39.27177,91.391655,46.77337
Larsontown,Paraguay,11.143865,318.2225,1.5199009,67.71419,69.97154,46.163334
North Scott,Seychelles,20.087181,411.48477,0.9126999,44.20348,43.210636,48.074924
Michaelchester,Gambia,5.702717,338.73123,-0.56979495,50.086224,21.28997,19.563633
Jefferyshire,Nauru,14.853285,493.11133,0.28570718,49.582165,13.589013,7.4112086
New Triciatown,Ecuador,20.232409,516.948,0.34974366,23.267517,19.313286,18.519257
South Andrea,Argentina,9.1516075,339.6085,-1.0342765,56.369724,85.03374,15.03577
Port Jenniferside,Tunisia,16.671509,444.54645,-1.8597845,97.01255,27.163416,35.981842
Taylorhaven,Niger,20.376211,357.5873,0.9699668,18.00919,60.077335,23.047913
Johnport,Indonesia,14.789753,339.67584,-1.9963317,0.9278842,34.603504,19.245943
Myersmouth,Brunei Darussalam,20.698208,395.92215,0.40469128,21.345776,28.31994,40.771946
Victoriatown,Finland,10.951663,356.8013,-0.2654678,67.70307,12.125064,4.4051723
East Thomasburgh,Afghanistan,4.1494074,343.9414,1.8937749,55.58887,39.84873,38.391384
South Amyville,Bermuda,11.652298,476.2888,1.0716968,95.323586,18.338806,24.35906
West Dustin,Syrian Arab Republic,10.699866,357.94818,-1.0475944,5.9285727,66.86248,45.49035
Randyburgh,Monaco,11.144215,413.6677,-1.2455496,77.23471,26.98987,13.436027
South Brandonport,Japan,6.763297,457.00336,-2.2740343,78.3185,95.30638,1.9499938
Stacieville,Seychelles,9.763654,405.64496,0.30413973,26.301273,38.54135,38.781555
West Aprilville,South Africa,18.773436,377.7083,-0.6754069,41.848454,14.607841,20.263079
Christinatown,British Virgin Islands,20.343557,412.1052,-0.23702826,40.60812,41.065567,46.728565
Port Chris,Niger,16.345274,368.19507,-2.0365937,52.825317,11.285355,8.680799
Spencerfurt,Tajikistan,12.220867,386.799,0.7473896,93.28483,7.1647243,17.11632
North Brookemouth,Guyana,19.65867,453.9176,-0.1727113,86.81473,22.527876,45.53075
West Virginia,Guam,5.3909836,397.81366,2.6150324,54.28957,35.605694,27.23344
North Jonathanfort,Norway,14.247669,397.6088,-0.8091253,38.572605,47.794018,47.445477
New Nicole,Afghanistan,6.8785706,393.5092,0.3359384,72.23309,24.991596,31.159777
Cabrerafurt,Paraguay,12.490518,471.69348,-1.0484864,66.318115,80.86066,43.05273
East Tyler,Myanmar,18.736057,400.69217,1.8170141,63.098022,49.194565,40.544804
Lake Jennifer,Korea,12.154629,406.6952,1.311779,85.74151,74.308136,42.489944
Pageton,Anguilla,19.071321,450.678,-0.31525636,99.65568,34.481213,42.654152
West Sherryfurt,Pitcairn Islands,17.664692,392.81116,1.2759899,49.825027,72.46384,47.11052
Greenechester,United Kingdom,13.127932,368.7435,-1.6029313,94.78358,28.640066,24.008064
New Jenna,Gambia,13.976257,480.66214,-0.99516195,14.147078,3.9663815,30.284725
Allenstad,Heard Island and McDonald Islands,11.50661,440.59634,0.70278096,9.854387,60.288578,10.523646
West Vincent,United Arab Emirates,16.873272,420.69736,2.096668,87.16666,89.1633,28.534418
New Christopherberg,Poland,8.100593,441.79086,-1.1537585,95.740944,95.7301,18.998032
East Olivia,Micronesia,6.229851,400.84265,-1.6728785,81.74871,1.6323006,35.934277
Petersonmouth,Solomon Islands,13.577328,384.66125,-0.38349053,31.879328,98.29871,29.512278
Matthewfort,Nauru,16.945345,483.5164,0.26687667,20.883615,78.271164,38.57336
East Ryan,Bosnia and Herzegovina,17.104933,322.43155,-0.6715431,23.959078,10.630284,29.770016
West Georgeborough,Brunei Darussalam,21.608458,359.3897,-0.4968079,32.160645,5.8212256,43.77169
South Brooke,Belgium,19.353518,413.59164,0.26006514,77.40302,42.88618,40.190014
Andrewville,Ireland,13.426246,394.23468,-1.1531098,94.501495,81.158005,10.295149
South Melissafort,American Samoa,22.071665,368.56528,0.9133004,93.87398,40.080677,8.994451
Port Melissatown,Bahamas,23.229677,424.28513,1.9942971,24.937313,63.651295,17.462234
New James,Iraq,14.50551,410.10974,-0.5527994,6.9663005,79.89729,30.019936
Kennethview,Tonga,22.139324,394.16385,2.1803222,58.27833,49.735058,24.436863
Williamsfort,Anguilla,18.271894,411.8292,0.42782155,54.288982,1.2507788,19.671003
Lake Jennifer,Qatar,19.347235,386.11746,-0.28300676,39.062252,20.354164,24.717653
West Jameschester,Senegal,20.487259,334.86188,-0.77638704,85.02269,98.10666,40.409023
South Laurashire,Guadeloupe,11.978258,343.5445,-2.3148634,28.007313,21.073183,6.9362545
Jefferyfort,Iceland,19.398834,341.52493,-0.14049602,59.296215,86.08927,0.17257257
South Jessicashire,Seychelles,14.833925,376.82434,-0.19683164,77.693726,4.092275,22.738031
New Tanya,British Virgin Islands,14.044972,400.99692,0.298323,81.67507,30.313557,10.870606
Rangelmouth,Rwanda,16.561283,437.2789,-0.6484816,58.86452,31.229542,19.840147
South Aaron,United States Minor Outlying Islands,15.375623,344.3143,0.29943186,86.332436,32.006634,16.65635
Mccarthystad,Tajikistan,16.326868,361.87573,-0.7208809,77.54282,77.1327,15.551559
Loweville,Bulgaria,12.579182,285.19165,-0.98637295,86.52411,20.539568,22.66215
Port Brent,Denmark,18.047482,415.19482,-0.5362411,50.137115,1.1043063,33.67277
West Colleenberg,Western Sahara,20.641108,397.6703,0.15878661,55.804607,37.0027,14.674698
Barrettmouth,Cuba,15.729421,415.5119,-1.4267533,0.7244086,49.063904,6.7425523
East Gregoryport,Ethiopia,16.161783,351.83862,0.3818758,98.89046,5.669325,39.17752
Johnfort,Tokelau,17.527958,332.32712,1.1589957,21.746399,91.06123,37.27036
Port Sabrinaville,Slovakia (Slovak Republic),16.365067,381.8389,0.5518639,67.661156,52.49064,24.790928
East Linda,New Caledonia,16.108837,429.6646,-1.404024,8.42933,68.3352,42.404762
Justinchester,French Polynesia,22.338654,431.06784,-1.2606307,70.194695,77.84254,29.319258
South Angelaburgh,Dominican Republic,13.943979,297.5886,-1.3815938,13.589162,29.431894,3.4469552
West Albertburgh,Nauru,14.363846,489.70578,0.46463338,99.48914,19.378857,21.49583
South Daniel,Kenya,9.800551,395.99042,0.82178706,86.99515,27.0822,5.26334
Matthewtown,Ethiopia,21.7568,457.37152,0.05989958,97.806366,69.66353,49.243786
Lloydstad,Romania,14.217337,486.06613,-0.4203289,58.602596,94.1506,26.90218
Joanburgh,Nicaragua,10.489313,397.3685,-0.96094936,7.451356,30.403097,43.01681
Wolfland,Guinea-Bissau,22.174034,472.57468,0.93693995,40.905617,28.297867,41.87303
Chavezview,Micronesia,16.7244,386.20187,0.5852956,44.354412,1.3940991,41.268215
Jeffton,Colombia,12.8241005,372.7054,-0.7208254,5.7390127,36.638,12.394979
West John,Sweden,14.590402,314.4931,-1.2273726,3.1639009,26.235518,48.233093
New Kelseyview,Lesotho,20.735947,511.27176,0.6531448,59.955795,81.71306,39.45143
Sheltonside,Tonga,13.102658,394.0378,1.1129419,93.85459,11.441306,31.058304
Molinaland,Saint Vincent and the Grenadines,13.105401,292.3518,0.12858458,48.39393,1.7664341,40.206074
Meganborough,Albania,19.304295,416.49136,-1.3928075,84.26257,90.834145,40.27126
Garzaville,Bahamas,10.548607,435.05026,-1.155714,17.489115,53.803204,3.5262694
Duaneshire,Papua New Guinea,12.598887,426.5445,-0.68920535,85.81907,82.36272,41.85614
Lake Shelleyburgh,Benin,13.083042,267.47256,0.79605347,52.943935,51.812088,20.22648
Port Ericchester,Trinidad and Tobago,20.91373,377.2549,-1.132375,25.351938,31.080414,35.732483
South Wesley,Paraguay,14.245057,390.90198,-1.4967442,20.685066,9.969664,16.31366
Palmershire,British Virgin Islands,14.372205,420.66504,-0.008312033,10.271013,70.786316,17.389885
Mcdonaldburgh,Turks and Caicos Islands,17.21154,422.71255,-0.46947247,62.03218,45.233887,17.574924
Franklinshire,Montserrat,14.181454,429.0436,-0.28603724,54.31207,20.51005,43.170254
New Mariah,Latvia,22.787191,381.02216,-1.6886352,53.1032,52.59812,16.242136
Kathrynborough,Greenland,11.975539,456.23444,1.5967575,64.235664,68.96227,46.831867
Petersonville,Madagascar,3.6625142,386.71613,0.001679974,53.416748,68.19018,15.906282
Mooremouth,Azerbaijan,17.569197,427.93878,-0.43487817,71.102646,58.718445,0.6107828
South Kayla,Haiti,15.695056,438.90378,-0.20894913,28.254011,74.04129,47.06997
West Barbara,Niue,18.2582,281.5483,-0.40703234,67.46001,68.91864,9.809119
West Devin,Liechtenstein,6.790872,456.01828,-0.28300002,6.615843,17.764708,10.097807
Nelsonland,Portugal,10.593598,355.44638,0.9812176,59.63799,37.546,37.38682
Davisburgh,Jersey,15.848115,420.18234,0.23722689,2.2341733,39.82337,13.256748
Petersonhaven,Spain,11.960374,403.62946,0.29953057,50.80549,41.498882,23.19563
Georgefort,Western Sahara,18.535032,294.2785,-0.378805,21.876314,50.320316,2.2985976
South Victoria,Slovakia (Slovak Republic),17.042309,431.20178,-0.39399442,61.494205,58.215767,20.331758
Churchbury,Denmark,10.406494,390.87366,0.5442578,19.032824,71.24644,35.775402
Lake Tonya,Cyprus,10.3500595,374.30362,-0.55488634,91.55588,26.244831,8.1834
Bradleystad,Libyan Arab Jamahiriya,3.295588,395.67883,0.6578174,46.36272,27.286858,12.0196085
New Daniellebury,Uganda,14.999396,377.13312,0.6196581,11.501299,85.89021,21.967781
Gonzalezfurt,Suriname,13.076098,394.2491,-0.15552509,31.526466,59.18317,13.843906
Sharpfurt,Kyrgyz Republic,12.462957,407.83234,0.10696557,88.17692,80.676865,48.966133
South Steven,Belgium,13.907809,334.53387,1.2486604,27.172926,10.6331005,23.494852
Osbornfurt,Bolivia,14.190177,482.52527,0.4946717,95.21981,1.6716292,3.6911652
Perezborough,Uruguay,31.45542,469.59714,0.8150824,66.393906,15.000543,45.734783
Mejiaberg,Falkland Islands (Malvinas),11.704176,332.9184,-0.4728456,40.76123,70.58241,35.29658
Bauerfort,Aruba,23.647753,373.52893,-1.575405,76.366425,78.04145,7.9789553
Lake Tanyafort,Honduras,22.339367,426.5895,-0.2761231,39.86001,65.71617,41.057003
Roseland,Gambia,17.062162,421.39084,1.4466655,21.799719,61.946495,34.19591
Codyshire,Sudan,19.816568,388.05396,-0.39685878,53.056217,80.249,24.921638
Davidhaven,Aruba,16.091223,381.87704,-1.5139769,17.044813,0.3339461,26.172956
North Edwardport,Romania,13.079055,346.38586,-0.2987638,53.326202,73.22003,23.405382
Port Paula,Mauritius,16.879103,396.51468,0.2002426,32.14004,76.12946,8.379705
South Keithland,Finland,15.824445,417.1978,-0.5478431,24.08413,8.110477,45.88981
West Steven,Reunion,9.260341,435.94897,-0.35226965,90.924126,49.190937,6.4971814
